suite,profile,config_stem,config_path,graph_name,graph_file,family,nodes,edges,area_constraint,hw_scale_factor,hw_scale_variance,comm_scale_factor,seed,taskgraph_pickle,param_source,param_source_csv
task_graph_topology_suite_area05,full,squeezenet_like_1000_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-47,BatchExperiments/large_scale_area05/config_cache/full/graph_suite_area05/squeezenet_like_1000/squeezenet_like_1000_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-47.yaml,squeezenet_like_1000,inputs/task_graph_topology/synthetic/squeezenet_like_1000.dot,synthetic,1000,1307,0.5,0.1,0.5,1.0,47,inputs/task_graph_complete/taskgraph-squeezenet_like_1000_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-47.pkl,squeeze_fallback,outputs/iccad_pilot_squeeze/iccad_pilot_squeeze-result-summary-soda-graphs-config.csv
task_graph_topology_suite_area05,full,squeezenet_like_1000_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-48,BatchExperiments/large_scale_area05/config_cache/full/graph_suite_area05/squeezenet_like_1000/squeezenet_like_1000_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-48.yaml,squeezenet_like_1000,inputs/task_graph_topology/synthetic/squeezenet_like_1000.dot,synthetic,1000,1307,0.5,0.1,0.5,1.0,48,inputs/task_graph_complete/taskgraph-squeezenet_like_1000_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-48.pkl,squeeze_fallback,outputs/iccad_pilot_squeeze/iccad_pilot_squeeze-result-summary-soda-graphs-config.csv
task_graph_topology_suite_area05,full,squeezenet_like_1000_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-49,BatchExperiments/large_scale_area05/config_cache/full/graph_suite_area05/squeezenet_like_1000/squeezenet_like_1000_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-49.yaml,squeezenet_like_1000,inputs/task_graph_topology/synthetic/squeezenet_like_1000.dot,synthetic,1000,1307,0.5,0.1,0.5,1.0,49,inputs/task_graph_complete/taskgraph-squeezenet_like_1000_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-49.pkl,squeeze_fallback,outputs/iccad_pilot_squeeze/iccad_pilot_squeeze-result-summary-soda-graphs-config.csv
task_graph_topology_suite_area05,full,squeezenet_like_1000_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-50,BatchExperiments/large_scale_area05/config_cache/full/graph_suite_area05/squeezenet_like_1000/squeezenet_like_1000_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-50.yaml,squeezenet_like_1000,inputs/task_graph_topology/synthetic/squeezenet_like_1000.dot,synthetic,1000,1307,0.5,0.1,0.5,1.0,50,inputs/task_graph_complete/taskgraph-squeezenet_like_1000_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-50.pkl,squeeze_fallback,outputs/iccad_pilot_squeeze/iccad_pilot_squeeze-result-summary-soda-graphs-config.csv
task_graph_topology_suite_area05,full,squeezenet_like_1000_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-51,BatchExperiments/large_scale_area05/config_cache/full/graph_suite_area05/squeezenet_like_1000/squeezenet_like_1000_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-51.yaml,squeezenet_like_1000,inputs/task_graph_topology/synthetic/squeezenet_like_1000.dot,synthetic,1000,1307,0.5,0.1,0.5,1.0,51,inputs/task_graph_complete/taskgraph-squeezenet_like_1000_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-51.pkl,squeeze_fallback,outputs/iccad_pilot_squeeze/iccad_pilot_squeeze-result-summary-soda-graphs-config.csv
task_graph_topology_suite_area05,full,paper_fig3_11node_area-0.50_hwscale-1.00_hwvar-0.10_comm-1.00_seed-42,BatchExperiments/large_scale_area05/config_cache/full/graph_suite_area05/paper_fig3_11node/paper_fig3_11node_area-0.50_hwscale-1.00_hwvar-0.10_comm-1.00_seed-42.yaml,paper_fig3_11node,inputs/task_graph_topology/custom/paper_fig3_11node.dot,custom,11,12,0.5,1.0,0.1,1.0,42,inputs/task_graph_complete/taskgraph-paper_fig3_11node-instance-config-config_fig3_taskgraph_gnn.pkl,graph_best,outputs/all_methods_fig3_small/fig3_all_methods_small-result-summary-soda-graphs-config.csv
task_graph_topology_suite_area05,full,paper_fig3_11node_area-0.50_hwscale-1.00_hwvar-0.10_comm-1.00_seed-43,BatchExperiments/large_scale_area05/config_cache/full/graph_suite_area05/paper_fig3_11node/paper_fig3_11node_area-0.50_hwscale-1.00_hwvar-0.10_comm-1.00_seed-43.yaml,paper_fig3_11node,inputs/task_graph_topology/custom/paper_fig3_11node.dot,custom,11,12,0.5,1.0,0.1,1.0,43,inputs/task_graph_complete/taskgraph-paper_fig3_11node-instance-config-config_fig3_taskgraph_gnn.pkl,graph_best,outputs/all_methods_fig3_small/fig3_all_methods_small-result-summary-soda-graphs-config.csv
task_graph_topology_suite_area05,full,paper_fig3_11node_area-0.50_hwscale-1.00_hwvar-0.10_comm-1.00_seed-44,BatchExperiments/large_scale_area05/config_cache/full/graph_suite_area05/paper_fig3_11node/paper_fig3_11node_area-0.50_hwscale-1.00_hwvar-0.10_comm-1.00_seed-44.yaml,paper_fig3_11node,inputs/task_graph_topology/custom/paper_fig3_11node.dot,custom,11,12,0.5,1.0,0.1,1.0,44,inputs/task_graph_complete/taskgraph-paper_fig3_11node-instance-config-config_fig3_taskgraph_gnn.pkl,graph_best,outputs/all_methods_fig3_small/fig3_all_methods_small-result-summary-soda-graphs-config.csv
task_graph_topology_suite_area05,full,paper_fig3_11node_area-0.50_hwscale-1.00_hwvar-0.10_comm-1.00_seed-45,BatchExperiments/large_scale_area05/config_cache/full/graph_suite_area05/paper_fig3_11node/paper_fig3_11node_area-0.50_hwscale-1.00_hwvar-0.10_comm-1.00_seed-45.yaml,paper_fig3_11node,inputs/task_graph_topology/custom/paper_fig3_11node.dot,custom,11,12,0.5,1.0,0.1,1.0,45,inputs/task_graph_complete/taskgraph-paper_fig3_11node-instance-config-config_fig3_taskgraph_gnn.pkl,graph_best,outputs/all_methods_fig3_small/fig3_all_methods_small-result-summary-soda-graphs-config.csv
task_graph_topology_suite_area05,full,paper_fig3_11node_area-0.50_hwscale-1.00_hwvar-0.10_comm-1.00_seed-46,BatchExperiments/large_scale_area05/config_cache/full/graph_suite_area05/paper_fig3_11node/paper_fig3_11node_area-0.50_hwscale-1.00_hwvar-0.10_comm-1.00_seed-46.yaml,paper_fig3_11node,inputs/task_graph_topology/custom/paper_fig3_11node.dot,custom,11,12,0.5,1.0,0.1,1.0,46,inputs/task_graph_complete/taskgraph-paper_fig3_11node-instance-config-config_fig3_taskgraph_gnn.pkl,graph_best,outputs/all_methods_fig3_small/fig3_all_methods_small-result-summary-soda-graphs-config.csv
task_graph_topology_suite_area05,full,squeezenet_like_10000_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-43,BatchExperiments/large_scale_area05/config_cache/full/graph_suite_area05/squeezenet_like_10000/squeezenet_like_10000_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-43.yaml,squeezenet_like_10000,inputs/task_graph_topology/synthetic/squeezenet_like_10000.dot,synthetic,10000,13073,0.5,0.1,0.5,1.0,43,inputs/task_graph_complete/taskgraph-squeezenet_like_10000_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-43.pkl,squeeze_fallback,outputs/iccad_pilot_squeeze/iccad_pilot_squeeze-result-summary-soda-graphs-config.csv
task_graph_topology_suite_area05,full,squeezenet_like_10000_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-44,BatchExperiments/large_scale_area05/config_cache/full/graph_suite_area05/squeezenet_like_10000/squeezenet_like_10000_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-44.yaml,squeezenet_like_10000,inputs/task_graph_topology/synthetic/squeezenet_like_10000.dot,synthetic,10000,13073,0.5,0.1,0.5,1.0,44,inputs/task_graph_complete/taskgraph-squeezenet_like_10000_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-44.pkl,squeeze_fallback,outputs/iccad_pilot_squeeze/iccad_pilot_squeeze-result-summary-soda-graphs-config.csv
task_graph_topology_suite_area05,full,squeezenet_like_10000_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-45,BatchExperiments/large_scale_area05/config_cache/full/graph_suite_area05/squeezenet_like_10000/squeezenet_like_10000_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-45.yaml,squeezenet_like_10000,inputs/task_graph_topology/synthetic/squeezenet_like_10000.dot,synthetic,10000,13073,0.5,0.1,0.5,1.0,45,inputs/task_graph_complete/taskgraph-squeezenet_like_10000_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-45.pkl,squeeze_fallback,outputs/iccad_pilot_squeeze/iccad_pilot_squeeze-result-summary-soda-graphs-config.csv
task_graph_topology_suite_area05,full,squeezenet_like_10000_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-46,BatchExperiments/large_scale_area05/config_cache/full/graph_suite_area05/squeezenet_like_10000/squeezenet_like_10000_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-46.yaml,squeezenet_like_10000,inputs/task_graph_topology/synthetic/squeezenet_like_10000.dot,synthetic,10000,13073,0.5,0.1,0.5,1.0,46,inputs/task_graph_complete/taskgraph-squeezenet_like_10000_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-46.pkl,squeeze_fallback,outputs/iccad_pilot_squeeze/iccad_pilot_squeeze-result-summary-soda-graphs-config.csv
task_graph_topology_suite_area05,full,squeezenet_like_10000_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-42,BatchExperiments/large_scale_area05/config_cache/full/graph_suite_area05/squeezenet_like_10000/squeezenet_like_10000_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-42.yaml,squeezenet_like_10000,inputs/task_graph_topology/synthetic/squeezenet_like_10000.dot,synthetic,10000,13073,0.5,0.1,0.5,1.0,42,inputs/task_graph_complete/taskgraph-squeezenet_like_10000_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-42.pkl,squeeze_fallback,outputs/iccad_pilot_squeeze/iccad_pilot_squeeze-result-summary-soda-graphs-config.csv
