suite,profile,config_stem,config_path,graph_name,graph_file,family,nodes,edges,area_constraint,hw_scale_factor,hw_scale_variance,comm_scale_factor,seed,taskgraph_pickle,param_source,param_source_csv
task_graph_topology_suite_area05,full,mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-42,inputs/task_graph_topology_config/full/graph_suite_area05/mobile_net_tosa/mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-42.yaml,mobile_net_tosa,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/mobile_net_tosa.dot,pytorch-graphs,830,1066,0.5,0.1,0.5,1.0,42,inputs/task_graph_complete/taskgraph-mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-42.pkl,default,
task_graph_topology_suite_area05,full,mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-43,inputs/task_graph_topology_config/full/graph_suite_area05/mobile_net_tosa/mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-43.yaml,mobile_net_tosa,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/mobile_net_tosa.dot,pytorch-graphs,830,1066,0.5,0.1,0.5,1.0,43,inputs/task_graph_complete/taskgraph-mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-43.pkl,default,
task_graph_topology_suite_area05,full,mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-44,inputs/task_graph_topology_config/full/graph_suite_area05/mobile_net_tosa/mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-44.yaml,mobile_net_tosa,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/mobile_net_tosa.dot,pytorch-graphs,830,1066,0.5,0.1,0.5,1.0,44,inputs/task_graph_complete/taskgraph-mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-44.pkl,default,
task_graph_topology_suite_area05,full,mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-45,inputs/task_graph_topology_config/full/graph_suite_area05/mobile_net_tosa/mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-45.yaml,mobile_net_tosa,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/mobile_net_tosa.dot,pytorch-graphs,830,1066,0.5,0.1,0.5,1.0,45,inputs/task_graph_complete/taskgraph-mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-45.pkl,default,
task_graph_topology_suite_area05,full,mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-46,inputs/task_graph_topology_config/full/graph_suite_area05/mobile_net_tosa/mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-46.yaml,mobile_net_tosa,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/mobile_net_tosa.dot,pytorch-graphs,830,1066,0.5,0.1,0.5,1.0,46,inputs/task_graph_complete/taskgraph-mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-46.pkl,default,
task_graph_topology_suite_area05,full,mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-47,inputs/task_graph_topology_config/full/graph_suite_area05/mobile_net_tosa/mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-47.yaml,mobile_net_tosa,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/mobile_net_tosa.dot,pytorch-graphs,830,1066,0.5,0.1,0.5,1.0,47,inputs/task_graph_complete/taskgraph-mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-47.pkl,default,
task_graph_topology_suite_area05,full,mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-48,inputs/task_graph_topology_config/full/graph_suite_area05/mobile_net_tosa/mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-48.yaml,mobile_net_tosa,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/mobile_net_tosa.dot,pytorch-graphs,830,1066,0.5,0.1,0.5,1.0,48,inputs/task_graph_complete/taskgraph-mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-48.pkl,default,
task_graph_topology_suite_area05,full,mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-49,inputs/task_graph_topology_config/full/graph_suite_area05/mobile_net_tosa/mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-49.yaml,mobile_net_tosa,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/mobile_net_tosa.dot,pytorch-graphs,830,1066,0.5,0.1,0.5,1.0,49,inputs/task_graph_complete/taskgraph-mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-49.pkl,default,
task_graph_topology_suite_area05,full,mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-50,inputs/task_graph_topology_config/full/graph_suite_area05/mobile_net_tosa/mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-50.yaml,mobile_net_tosa,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/mobile_net_tosa.dot,pytorch-graphs,830,1066,0.5,0.1,0.5,1.0,50,inputs/task_graph_complete/taskgraph-mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-50.pkl,default,
task_graph_topology_suite_area05,full,mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-51,inputs/task_graph_topology_config/full/graph_suite_area05/mobile_net_tosa/mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-51.yaml,mobile_net_tosa,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/mobile_net_tosa.dot,pytorch-graphs,830,1066,0.5,0.1,0.5,1.0,51,inputs/task_graph_complete/taskgraph-mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-51.pkl,default,
task_graph_topology_suite_area05,full,rez_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-42,inputs/task_graph_topology_config/full/graph_suite_area05/rez_net_tosa/rez_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-42.yaml,rez_net_tosa,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/rez_net_tosa.dot,pytorch-graphs,362,457,0.5,0.1,0.5,1.0,42,inputs/task_graph_complete/taskgraph-rez_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-42.pkl,default,
task_graph_topology_suite_area05,full,rez_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-43,inputs/task_graph_topology_config/full/graph_suite_area05/rez_net_tosa/rez_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-43.yaml,rez_net_tosa,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/rez_net_tosa.dot,pytorch-graphs,362,457,0.5,0.1,0.5,1.0,43,inputs/task_graph_complete/taskgraph-rez_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-43.pkl,default,
task_graph_topology_suite_area05,full,rez_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-44,inputs/task_graph_topology_config/full/graph_suite_area05/rez_net_tosa/rez_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-44.yaml,rez_net_tosa,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/rez_net_tosa.dot,pytorch-graphs,362,457,0.5,0.1,0.5,1.0,44,inputs/task_graph_complete/taskgraph-rez_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-44.pkl,default,
task_graph_topology_suite_area05,full,rez_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-45,inputs/task_graph_topology_config/full/graph_suite_area05/rez_net_tosa/rez_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-45.yaml,rez_net_tosa,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/rez_net_tosa.dot,pytorch-graphs,362,457,0.5,0.1,0.5,1.0,45,inputs/task_graph_complete/taskgraph-rez_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-45.pkl,default,
task_graph_topology_suite_area05,full,rez_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-46,inputs/task_graph_topology_config/full/graph_suite_area05/rez_net_tosa/rez_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-46.yaml,rez_net_tosa,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/rez_net_tosa.dot,pytorch-graphs,362,457,0.5,0.1,0.5,1.0,46,inputs/task_graph_complete/taskgraph-rez_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-46.pkl,default,
task_graph_topology_suite_area05,full,rez_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-47,inputs/task_graph_topology_config/full/graph_suite_area05/rez_net_tosa/rez_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-47.yaml,rez_net_tosa,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/rez_net_tosa.dot,pytorch-graphs,362,457,0.5,0.1,0.5,1.0,47,inputs/task_graph_complete/taskgraph-rez_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-47.pkl,default,
task_graph_topology_suite_area05,full,rez_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-48,inputs/task_graph_topology_config/full/graph_suite_area05/rez_net_tosa/rez_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-48.yaml,rez_net_tosa,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/rez_net_tosa.dot,pytorch-graphs,362,457,0.5,0.1,0.5,1.0,48,inputs/task_graph_complete/taskgraph-rez_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-48.pkl,default,
task_graph_topology_suite_area05,full,rez_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-49,inputs/task_graph_topology_config/full/graph_suite_area05/rez_net_tosa/rez_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-49.yaml,rez_net_tosa,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/rez_net_tosa.dot,pytorch-graphs,362,457,0.5,0.1,0.5,1.0,49,inputs/task_graph_complete/taskgraph-rez_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-49.pkl,default,
task_graph_topology_suite_area05,full,rez_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-50,inputs/task_graph_topology_config/full/graph_suite_area05/rez_net_tosa/rez_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-50.yaml,rez_net_tosa,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/rez_net_tosa.dot,pytorch-graphs,362,457,0.5,0.1,0.5,1.0,50,inputs/task_graph_complete/taskgraph-rez_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-50.pkl,default,
task_graph_topology_suite_area05,full,rez_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-51,inputs/task_graph_topology_config/full/graph_suite_area05/rez_net_tosa/rez_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-51.yaml,rez_net_tosa,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/rez_net_tosa.dot,pytorch-graphs,362,457,0.5,0.1,0.5,1.0,51,inputs/task_graph_complete/taskgraph-rez_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-51.pkl,default,
task_graph_topology_suite_area05,full,squeeze_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-42,inputs/task_graph_topology_config/full/graph_suite_area05/squeeze_net_tosa/squeeze_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-42.yaml,squeeze_net_tosa,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,pytorch-graphs,179,234,0.5,0.1,0.5,1.0,42,inputs/task_graph_complete/taskgraph-squeeze_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-42.pkl,graph_best,outputs/iccad_pilot_squeeze/iccad_pilot_squeeze-result-summary-soda-graphs-config.csv
task_graph_topology_suite_area05,full,squeeze_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-43,inputs/task_graph_topology_config/full/graph_suite_area05/squeeze_net_tosa/squeeze_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-43.yaml,squeeze_net_tosa,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,pytorch-graphs,179,234,0.5,0.1,0.5,1.0,43,inputs/task_graph_complete/taskgraph-squeeze_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-43.pkl,graph_best,outputs/iccad_pilot_squeeze/iccad_pilot_squeeze-result-summary-soda-graphs-config.csv
task_graph_topology_suite_area05,full,squeeze_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-44,inputs/task_graph_topology_config/full/graph_suite_area05/squeeze_net_tosa/squeeze_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-44.yaml,squeeze_net_tosa,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,pytorch-graphs,179,234,0.5,0.1,0.5,1.0,44,inputs/task_graph_complete/taskgraph-squeeze_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-44.pkl,graph_best,outputs/iccad_pilot_squeeze/iccad_pilot_squeeze-result-summary-soda-graphs-config.csv
task_graph_topology_suite_area05,full,squeeze_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-45,inputs/task_graph_topology_config/full/graph_suite_area05/squeeze_net_tosa/squeeze_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-45.yaml,squeeze_net_tosa,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,pytorch-graphs,179,234,0.5,0.1,0.5,1.0,45,inputs/task_graph_complete/taskgraph-squeeze_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-45.pkl,graph_best,outputs/iccad_pilot_squeeze/iccad_pilot_squeeze-result-summary-soda-graphs-config.csv
task_graph_topology_suite_area05,full,squeeze_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-46,inputs/task_graph_topology_config/full/graph_suite_area05/squeeze_net_tosa/squeeze_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-46.yaml,squeeze_net_tosa,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,pytorch-graphs,179,234,0.5,0.1,0.5,1.0,46,inputs/task_graph_complete/taskgraph-squeeze_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-46.pkl,graph_best,outputs/iccad_pilot_squeeze/iccad_pilot_squeeze-result-summary-soda-graphs-config.csv
task_graph_topology_suite_area05,full,squeeze_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-47,inputs/task_graph_topology_config/full/graph_suite_area05/squeeze_net_tosa/squeeze_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-47.yaml,squeeze_net_tosa,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,pytorch-graphs,179,234,0.5,0.1,0.5,1.0,47,inputs/task_graph_complete/taskgraph-squeeze_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-47.pkl,graph_best,outputs/iccad_pilot_squeeze/iccad_pilot_squeeze-result-summary-soda-graphs-config.csv
task_graph_topology_suite_area05,full,squeeze_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-48,inputs/task_graph_topology_config/full/graph_suite_area05/squeeze_net_tosa/squeeze_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-48.yaml,squeeze_net_tosa,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,pytorch-graphs,179,234,0.5,0.1,0.5,1.0,48,inputs/task_graph_complete/taskgraph-squeeze_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-48.pkl,graph_best,outputs/iccad_pilot_squeeze/iccad_pilot_squeeze-result-summary-soda-graphs-config.csv
task_graph_topology_suite_area05,full,squeeze_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-49,inputs/task_graph_topology_config/full/graph_suite_area05/squeeze_net_tosa/squeeze_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-49.yaml,squeeze_net_tosa,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,pytorch-graphs,179,234,0.5,0.1,0.5,1.0,49,inputs/task_graph_complete/taskgraph-squeeze_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-49.pkl,graph_best,outputs/iccad_pilot_squeeze/iccad_pilot_squeeze-result-summary-soda-graphs-config.csv
task_graph_topology_suite_area05,full,squeeze_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-50,inputs/task_graph_topology_config/full/graph_suite_area05/squeeze_net_tosa/squeeze_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-50.yaml,squeeze_net_tosa,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,pytorch-graphs,179,234,0.5,0.1,0.5,1.0,50,inputs/task_graph_complete/taskgraph-squeeze_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-50.pkl,graph_best,outputs/iccad_pilot_squeeze/iccad_pilot_squeeze-result-summary-soda-graphs-config.csv
task_graph_topology_suite_area05,full,squeeze_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-51,inputs/task_graph_topology_config/full/graph_suite_area05/squeeze_net_tosa/squeeze_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-51.yaml,squeeze_net_tosa,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,pytorch-graphs,179,234,0.5,0.1,0.5,1.0,51,inputs/task_graph_complete/taskgraph-squeeze_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-51.pkl,graph_best,outputs/iccad_pilot_squeeze/iccad_pilot_squeeze-result-summary-soda-graphs-config.csv
task_graph_topology_suite_area05,full,anomaly_detection_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-42,inputs/task_graph_topology_config/full/graph_suite_area05/anomaly_detection_tosa/anomaly_detection_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-42.yaml,anomaly_detection_tosa,inputs/task_graph_topology/soda-benchmark-graphs/tflite-graphs/anomaly_detection_tosa.dot,tflite-graphs,68,63,0.5,0.1,0.5,1.0,42,inputs/task_graph_complete/taskgraph-anomaly_detection_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-42.pkl,default,
task_graph_topology_suite_area05,full,anomaly_detection_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-43,inputs/task_graph_topology_config/full/graph_suite_area05/anomaly_detection_tosa/anomaly_detection_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-43.yaml,anomaly_detection_tosa,inputs/task_graph_topology/soda-benchmark-graphs/tflite-graphs/anomaly_detection_tosa.dot,tflite-graphs,68,63,0.5,0.1,0.5,1.0,43,inputs/task_graph_complete/taskgraph-anomaly_detection_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-43.pkl,default,
